,id,name,short_description,gender,country,occupation,birth_year,death_year,manner_of_death,age_of_death,agerange
84162,Q580736,Aruna Lama,singer,Female,India,Artist,1945,1998.0,,53.0,50-59
84186,Q581204,Tor Ulven,poet,Male,Norway,Artist,1953,1995.0,suicide,42.0,40-49
84390,Q584874,Antje Siebrecht,artist,Female,Germany,Artist,1958,2013.0,,55.0,50-59
84936,Q589450,Aristide von Bienefeldt,writer,Male,Kingdom of the Netherlands,Artist,1964,2016.0,,52.0,50-59
85254,Q591421,Sam Lloyd,actor,Male,United States of America,Artist,1963,2020.0,,57.0,50-59
85449,Q592647,Carlos Victoria,writer,Male,Cuba,Artist,1950,2007.0,,57.0,50-59
85684,Q594399,António Variações,singer,Male,Portugal,Artist,1944,1984.0,natural causes,40.0,30-39
85795,Q595191,Francisco Corzas,painter,Male,Mexico,Artist,1936,1983.0,,47.0,40-49
86312,Q599728,Salvatore Baccaro,actor,Male,Italy; Kingdom of Italy,Artist,1932,1984.0,natural causes,52.0,50-59
86383,Q600632,Simon Cadell,actor,Male,United Kingdom,Artist,1950,1996.0,natural causes,46.0,40-49
86456,Q601312,Halina Zalewska,actress,Female,Italy; Kingdom of Italy,Artist,1940,1976.0,,36.0,30-39
86521,Q601739,Johnnie Wilder Jr.,singer,Male,United States of America,Artist,1949,2006.0,,57.0,50-59
86814,Q604071,Mike Alexander,musician,Male,United Kingdom,Artist,1977,2009.0,,32.0,30-39
86850,Q604396,Antonio Porta,writer,Male,Italy; Kingdom of Italy,Artist,1935,1989.0,,54.0,50-59
86919,Q605063,Bob Berg,musician,Male,United States of America,Artist,1951,2002.0,,51.0,50-59
87080,Q606577,Olga Syahputra,actor,Male,Indonesia,Artist,1983,2015.0,natural causes,32.0,
87281,Q608675,Jaime Osorio Gómez,film,,Colombia,Artist,1947,2006.0,,59.0,50-59
87370,Q609863,Mahmud Baksi,writer,Male,Sweden,Artist,1944,2000.0,,56.0,50-59
87405,Q610252,Domokos Szilágyi,,,Romania,Artist,1938,1976.0,suicide,38.0,30-39
87460,Q610948,Eskroto,singer,Male,Spain,Artist,1965,2003.0,,38.0,30-39
87674,Q613637,Jouni Kaipainen,composer,Male,Finland,Artist,1956,2015.0,,59.0,50-59
87737,Q614553,José Ignacio Cabrujas,actor,Male,Venezuela,Artist,1937,1995.0,natural causes,58.0,50-59
87835,Q615995,Jorge Reyes Valencia,musician,Male,Mexico,Artist,1952,2009.0,natural causes,57.0,50-59
88102,Q622286,Alexandru Ivasiuc,writer,Male,Romania,Artist,1933,1977.0,,44.0,40-49
88313,Q628048,Jakob Keusen,musician,Male,Germany,Artist,1966,1989.0,,23.0,18-29
88371,Q629141,Giuseppe Greco,film,Male,Italy,Artist,1952,2011.0,,59.0,50-59
88387,Q629390,Guy Gilles,film,Male,France,Artist,1938,1996.0,natural causes,58.0,50-59
88438,Q630268,Marilou Diaz-Abaya,film,Female,Philippines,Artist,1955,2012.0,natural causes,57.0,50-59
88462,Q630643,David Warbeck,actor,Male,New Zealand,Artist,1941,1997.0,natural causes,56.0,50-59
88522,Q631443,Gianni Colombo,artist,Male,Italy; Kingdom of Italy,Artist,1937,1993.0,,56.0,50-59
88587,Q632865,Sándor Szakácsi,actor,Male,Hungary,Artist,1952,2007.0,,55.0,50-59
88632,Q633180,Krzysztof Komeda,musician,Male,Poland,Artist,1931,1969.0,,38.0,30-39
88818,Q635572,Henk van Woerden,painter,Male,Kingdom of the Netherlands,Artist,1947,2005.0,,58.0,50-59
88913,Q637373,Walter Wanderley,musician,Male,Brazil,Artist,1932,1986.0,natural causes,54.0,50-59
88948,Q638096,Cristian Nemescu,film,Male,Romania,Artist,1979,2006.0,accident,27.0,18-29
88968,Q638495,Fay Spain,film,Female,United States of America,Artist,1932,1983.0,natural causes,51.0,50-59
89037,Q639360,Karl Edward Wagner,writer,Male,United States of America,Artist,1945,1994.0,,49.0,40-49
89178,Q641269,Junior Braithwaite,musician,Male,Jamaica,Artist,1949,1999.0,homicide,50.0,
89194,Q641688,Gerhard von Graevenitz,artist,Male,Germany,Artist,1934,1983.0,,49.0,40-49
89412,Q644917,Rozz Williams,singer,Male,United States of America,Artist,1963,1998.0,suicide,35.0,30-39
89721,Q649277,Alicja Sędzińska,actress,Female,Poland,Artist,1934,1990.0,,56.0,50-59
89793,Q650387,David Lerner,writer,Male,United States of America,Artist,1951,1997.0,,46.0,40-49
89802,Q650551,Claude Vivier,composer,Male,Canada,Artist,1948,1983.0,homicide,35.0,30-39
89925,Q652847,Ralph Santolla,musician,Male,United States of America,Artist,1966,2018.0,natural causes,52.0,50-59
89992,Q653918,Jerry Doyle,actor,Male,United States of America,Artist,1956,2016.0,natural causes,60.0,50-59
90095,Q655247,Nikolay Rubtsov,poet,Male,Soviet Union,Artist,1936,1971.0,,35.0,30-39
90251,Q657283,Jeroen Willems,actor,Male,Kingdom of the Netherlands,Artist,1962,2012.0,,50.0,40-49
90277,Q657509,Lee Thompson Young,actor,Male,United States of America,Artist,1984,2013.0,suicide,29.0,18-29
90396,Q658655,Glenn Spearman,musician,Male,United States of America,Artist,1947,1998.0,,51.0,50-59
90474,Q659558,Andre Matos,musician,Male,Brazil,Artist,1971,2019.0,natural causes,48.0,40-49
90629,Q661767,Ciarán Bourke,singer,Male,Ireland,Artist,1935,1988.0,,53.0,50-59
90637,Q661913,Louis Levacher,artist,Male,France,Artist,1934,1983.0,,49.0,40-49
90749,Q663437,Yasmine,singer,Female,Belgium,Artist,1972,2009.0,suicide,37.0,30-39
90909,Q665941,Jácint Juhász,actor,,Hungary,Artist,1943,1999.0,,56.0,50-59
91010,Q667185,Michael Graham Cox,actor,Male,United Kingdom,Artist,1938,1995.0,,57.0,50-59
91032,Q667551,Mani Matter,singer,Male,Switzerland,Artist,1936,1972.0,,36.0,30-39
91073,Q668082,Izolda Izvitskaya,actress,Female,Soviet Union,Artist,1932,1971.0,,39.0,30-39
91083,Q668185,Robert Rosenberg,writer,Male,United States of America; Israel,Artist,1951,2006.0,,55.0,
91210,Q670011,Martin Disler,artist,Male,Switzerland,Artist,1949,1996.0,,47.0,40-49
91240,Q670277,Arthur Russell,musician,Male,United States of America,Artist,1951,1992.0,natural causes,41.0,40-49
91451,Q672702,Paul Termos,composer,Male,Kingdom of the Netherlands,Artist,1952,2003.0,,51.0,50-59
91552,Q674027,Finn Alnæs,writer,Male,Norway,Artist,1932,1991.0,,59.0,50-59
91827,Q677600,Pete Namlook,musician,Male,Germany,Artist,1960,2012.0,,52.0,50-59
91864,Q677883,Jay Reatard,musician,Male,United States of America,Artist,1980,2010.0,,30.0,18-29
91914,Q678378,Armando Gentilucci,composer,Male,Italy; Kingdom of Italy,Artist,1939,1989.0,,50.0,40-49
91919,Q678439,Richard Beckinsale,actor,Male,United Kingdom,Artist,1947,1979.0,natural causes,32.0,30-39
92050,Q680082,Béla Tibor Jeszenszky,singer,Male,Hungary,Artist,1962,2008.0,,46.0,40-49
92054,Q680162,Ronny Coutteure,actor,Male,Belgium,Artist,1951,2000.0,suicide,49.0,40-49
92179,Q681728,Jörg Shimon Schuldhess,painter,Male,Switzerland,Artist,1941,1992.0,,51.0,50-59
92215,Q682378,Gary Dubin,actor,Male,United States of America,Artist,1959,2016.0,natural causes,57.0,50-59
92304,Q683420,Frankie Lymon,singer,Male,United States of America,Artist,1942,1968.0,,26.0,18-29
92388,Q684284,Attila Bozay,composer,Male,Hungary,Artist,1939,1999.0,,60.0,50-59
92539,Q686250,Ramata Diakité,musician,Female,Mali,Artist,1976,2009.0,,33.0,
92616,Q687138,Keith Ellis,musician,Male,United Kingdom,Artist,1946,1978.0,,32.0,30-39
92706,Q688228,Armin Schulz,writer,Male,Germany,Artist,1966,2010.0,,44.0,40-49
92892,Q690750,Danny Leiner,film,Male,United States of America,Artist,1961,2018.0,,57.0,50-59
92910,Q690983,Claudio Volonté,actor,Male,Italy; Kingdom of Italy,Artist,1934,1977.0,suicide,43.0,40-49
93211,Q694648,Arno Wyzniewski,actor,Male,Germany,Artist,1938,1997.0,,59.0,50-59
93357,Q695500,Maurizio Merli,actor,Male,Italy; Kingdom of Italy,Artist,1940,1989.0,natural causes,49.0,40-49
93586,Q696751,Blackie Ko,actor,Male,Taiwan,Artist,1953,2003.0,,50.0,
93731,Q697888,Renato Salvatori,actor,Male,Italy; Kingdom of Italy,Artist,1933,1988.0,natural causes,55.0,50-59
93740,Q697976,Stefano Satta Flores,actor,Male,Italy; Kingdom of Italy,Artist,1937,1985.0,natural causes,48.0,40-49
94100,Q700792,Feng Fei-fei,singer,Female,Taiwan,Artist,1953,2012.0,natural causes,59.0,
94150,Q701141,Pauline Chan,actress,Female,Hong Kong,Artist,1973,2002.0,suicide,29.0,
94379,Q703498,Ray Gillen,musician,Male,United States of America,Artist,1959,1993.0,natural causes,34.0,30-39
94440,Q704005,Marek Hłasko,writer,Male,Poland,Artist,1934,1969.0,suicide,35.0,30-39
94451,Q704069,Simon de La Brosse,actor,Male,France,Artist,1965,1998.0,suicide,33.0,30-39
94493,Q704281,Vladislav Dvorzhetsky,actor,Male,Soviet Union,Artist,1939,1978.0,natural causes,39.0,30-39
94625,Q704818,Bob Luman,singer,Male,United States of America,Artist,1937,1978.0,natural causes,41.0,40-49
94775,Q705579,Nelson de la Rosa,,Male,Dominican Republic,Artist,1968,2006.0,natural causes,38.0,
94779,Q705588,George MacBeth,writer,Male,United Kingdom,Artist,1932,1992.0,,60.0,50-59
94798,Q705677,"Art Porter, Sr.",musician,Male,United States of America,Artist,1934,1993.0,,59.0,50-59
94809,Q705719,Tristan Keuris,composer,Male,Kingdom of the Netherlands,Artist,1946,1996.0,,50.0,40-49
94827,Q705784,Gábor Szabó,musician,Male,Hungary,Artist,1936,1982.0,,46.0,40-49
94838,Q705841,Dave Peverett,musician,Male,United Kingdom,Artist,1943,2000.0,natural causes,57.0,50-59
95177,Q707293,Paul Kossoff,musician,Male,United Kingdom,Artist,1950,1976.0,,26.0,18-29
95192,Q707349,Chang Yu-sheng,singer,Male,China,Artist,1966,1997.0,accident,31.0,
95206,Q707460,Mick Karn,musician,Male,United Kingdom; Republic of Cyprus,Artist,1958,2011.0,natural causes,53.0,
95213,Q707523,Armando Chin Yong,musician,Male,Malaysia,Artist,1958,2011.0,natural causes,53.0,
95317,Q708007,James Honeyman-Scott,musician,Male,United Kingdom,Artist,1956,1982.0,natural causes,26.0,18-29
95525,Q708699,Shawn Lane,musician,Male,United States of America,Artist,1963,2003.0,,40.0,30-39
95540,Q708744,"Arthur J. Bressan, Jr.",film,Male,United States of America,Artist,1943,1987.0,,44.0,40-49
95725,Q709248,Wang Xiaobo,writer,Male,People's Republic of China,Artist,1952,1997.0,,45.0,40-49
95855,Q709594,Trevor Lucas,,Male,Australia,Artist,1943,1989.0,,46.0,40-49
95862,Q709612,Martin Lamble,musician,Male,United Kingdom,Artist,1949,1969.0,,20.0,18-29
96022,Q710084,Arthur Jones,musician,Male,United States of America,Artist,1940,1998.0,,58.0,50-59
96034,Q710121,Arthur Kane,musician,Male,United States of America,Artist,1949,2004.0,natural causes,55.0,50-59
96108,Q710399,Rick van der Linden,composer,Male,Kingdom of the Netherlands,Artist,1946,2006.0,natural causes,60.0,50-59
96159,Q710566,Wojciech Frykowski,writer,Male,Poland,Artist,1936,1969.0,homicide,33.0,30-39
96235,Q710837,Chen Xiaoxu,actress,Female,People's Republic of China,Artist,1965,2007.0,natural causes,42.0,40-49
96315,Q711117,Arthur Rhames,musician,Male,United States of America,Artist,1957,1989.0,natural causes,32.0,30-39
96382,Q711339,Johnny Burnette,musician,Male,United States of America,Artist,1934,1964.0,,30.0,18-29
96431,Q711499,Grant Hart,musician,Male,United States of America,Artist,1961,2017.0,natural causes,56.0,50-59
96911,Q712959,Richard Tee,musician,Male,United States of America,Artist,1943,1993.0,natural causes,50.0,40-49
97073,Q713687,Danilo Lazović,actor,Male,Serbia,Artist,1951,2006.0,natural causes,55.0,50-59
97160,Q714185,Jenni Rivera,singer,Female,United States of America; Mexico,Artist,1969,2012.0,accident,43.0,
97284,Q714687,"Miguel ""Angá"" Díaz",musician,Male,Cuba,Artist,1961,2006.0,natural causes,45.0,40-49
97456,Q715265,Wesley Willis,musician,Male,United States of America,Artist,1963,2003.0,natural causes,40.0,30-39
97457,Q715276,Rémi Laurent,actor,Male,France,Artist,1957,1989.0,natural causes,32.0,30-39
97536,Q715642,Roy Kinnear,actor,Male,United Kingdom,Artist,1934,1988.0,accident,54.0,50-59
97632,Q716121,Chen Yifei,artist,Male,People's Republic of China,Artist,1946,2005.0,,59.0,50-59
97649,Q716196,Chico Science,musician,Male,Brazil,Artist,1966,1997.0,accident,31.0,30-39
97750,Q716700,Edward Yang,film,Male,Taiwan,Artist,1947,2007.0,natural causes,60.0,
97852,Q717348,Kevin Gilbert,musician,Male,United States of America,Artist,1966,1996.0,accident,30.0,18-29
98047,Q718291,Bai Jing,actress,Female,People's Republic of China,Artist,1983,2012.0,homicide,29.0,18-29
98071,Q718420,Onno Tunç,composer,Male,Turkey,Artist,1948,1996.0,,48.0,40-49
98233,Q719520,Alan Wilson,,Male,United States of America,Artist,1943,1970.0,,27.0,18-29
98305,Q719931,Edward Vesala,musician,Male,Finland,Artist,1945,1999.0,,54.0,50-59
98314,Q719988,James Hayden,actor,Male,United States of America,Artist,1953,1983.0,,30.0,18-29
98432,Q720553,Glenn Shadix,actor,Male,United States of America,Artist,1952,2010.0,accident,58.0,50-59
98486,Q720971,Kirka,singer,Male,Finland,Artist,1950,2007.0,natural causes,57.0,50-59
98547,Q721345,Graham Joyce,writer,Male,United Kingdom,Artist,1954,2014.0,natural causes,60.0,50-59
98572,Q721474,Brad Delp,singer,Male,United States of America,Artist,1951,2007.0,suicide,56.0,50-59
98732,Q722302,Ivica Čuljak,singer,Male,Croatia; Socialist Federal Republic of Yugoslavia,Artist,1960,1992.0,,32.0,
98745,Q722356,Babik Reinhardt,musician,Male,France,Artist,1944,2001.0,natural causes,57.0,50-59
98868,Q723139,Roman Wilhelmi,actor,Male,Poland,Artist,1936,1991.0,,55.0,50-59
98981,Q723780,Brion James,actor,Male,United States of America,Artist,1945,1999.0,natural causes,54.0,50-59
99058,Q724181,Thomas Kinkade,painter,Male,United States of America,Artist,1958,2012.0,,54.0,50-59
99059,Q724187,Matthew Garber,,Male,United Kingdom,Artist,1956,1977.0,natural causes,21.0,18-29
99064,Q724205,Lepo Sumera,composer,Male,Estonia; Soviet Union,Artist,1950,2000.0,,50.0,
99240,Q725153,Robert Burås,musician,Male,Norway,Artist,1975,2007.0,,32.0,30-39
99246,Q725170,Don Simpson,film,Male,United States of America,Artist,1943,1996.0,,53.0,50-59
99269,Q725299,Jurgis Kunčinas,writer,Male,Lithuania; Soviet Union,Artist,1947,2002.0,,55.0,
99365,Q725658,Mieszko Talarczyk,musician,Male,Sweden,Artist,1974,2004.0,,30.0,18-29
99451,Q726093,Philippe Volter,actor,Male,Belgium,Artist,1959,2005.0,suicide,46.0,40-49
99525,Q726445,Richard Franklin,film,Male,Australia,Artist,1948,2007.0,natural causes,59.0,50-59
99607,Q727031,Pierre Blaise,actor,Male,France,Artist,1955,1975.0,accident,20.0,18-29
99714,Q727777,Lois Pereiro,writer,Male,Spain,Artist,1958,1996.0,natural causes,38.0,30-39
99844,Q728619,Pierre Granche,artist,Male,Canada,Artist,1948,1997.0,natural causes,49.0,40-49
99929,Q729165,Jacek Sawaszkiewicz,writer,Male,Poland,Artist,1947,1999.0,,52.0,50-59
99950,Q729301,Richard Laymon,writer,Male,United States of America,Artist,1947,2001.0,natural causes,54.0,50-59
99962,Q729395,Peter Caffrey,actor,Male,Ireland,Artist,1949,2008.0,natural causes,59.0,50-59
100071,Q730300,Pierre Van Dormael,musician,Male,Belgium,Artist,1952,2008.0,natural causes,56.0,50-59
100119,Q730680,Todd Armstrong,actor,Male,United States of America,Artist,1937,1992.0,suicide,55.0,50-59
100227,Q731619,Timothy Patrick Murphy,actor,Male,United States of America,Artist,1959,1988.0,natural causes,29.0,18-29
100329,Q732480,Paul Gardiner,,Male,United Kingdom,Artist,1958,1984.0,,26.0,18-29
100641,Q735033,François Dufrene,artist,Male,France,Artist,1930,1982.0,,52.0,50-59
100706,Q735474,Benny Neyman,singer,Male,Kingdom of the Netherlands,Artist,1951,2008.0,natural causes,57.0,50-59
100719,Q735585,Kemal Sunal,actor,Male,Turkey,Artist,1944,2000.0,natural causes,56.0,50-59
100789,Q736247,Martin Kippenberger,artist,Male,Germany,Artist,1953,1997.0,natural causes,44.0,40-49
100922,Q737442,Michael Dibdin,writer,Male,United Kingdom,Artist,1947,2007.0,,60.0,50-59
101054,Q738863,Johnny Ringo,musician,Male,Jamaica,Artist,1961,2005.0,,44.0,
101079,Q739072,Kōji Wada,singer,Male,Japan,Artist,1974,2016.0,natural causes,42.0,40-49
101084,Q739129,Shūji Terayama,artist,Male,Japan,Artist,1935,1983.0,natural causes,48.0,40-49
101157,Q739668,Matthew McGrory,actor,Male,United States of America,Artist,1973,2005.0,,32.0,30-39
101183,Q740044,Filip Topol,musician,Male,Czech Republic,Artist,1965,2013.0,,48.0,40-49
101242,Q740632,William Mathias,composer,Male,United Kingdom,Artist,1934,1992.0,,58.0,50-59
101255,Q740729,Townes Van Zandt,,Male,United States of America,Artist,1944,1997.0,natural causes,53.0,50-59
101347,Q741572,Steve James,actor,Male,United States of America,Artist,1952,1993.0,natural causes,41.0,40-49
101365,Q741754,Mehmed Uzun,writer,Male,Sweden; Turkey,Artist,1953,2007.0,natural causes,54.0,
101437,Q742288,Michael Hartnett,poet,Male,Ireland,Artist,1941,1999.0,,58.0,50-59
101718,Q745041,Timo K. Mukka,writer,Male,Finland,Artist,1944,1973.0,,29.0,18-29
102022,Q750713,Astrid North,singer,Female,Germany,Artist,1973,2019.0,,46.0,40-49
102071,Q751879,Hugh Cook,writer,Male,,Artist,1956,2008.0,natural causes,52.0,50-59
102126,Q755884,Atila,painter,,France,Artist,1931,1987.0,,56.0,50-59
102175,Q759009,Audrey Motaung,composer,Female,Germany,Artist,1960,2019.0,,59.0,50-59
102261,Q760805,Stephen Dunham,actor,Male,United States of America,Artist,1964,2012.0,natural causes,48.0,40-49
102544,Q761456,Cândida Branca Flor,singer,Female,Portugal,Artist,1949,2001.0,suicide,52.0,50-59
102764,Q762374,Kevin Bokeili,writer,Male,France,Artist,1963,2014.0,,51.0,50-59
103386,Q765196,Edward Tingatinga,,Male,Tanzania,Artist,1932,1972.0,,40.0,
103552,Q766551,Martin Hannett,musician,Male,United Kingdom,Artist,1948,1991.0,,43.0,40-49
103700,Q767923,István Blazsetin,writer,Male,Hungary,Artist,1941,2001.0,,60.0,50-59
103944,Q770123,José Hierro,poet,Male,Spain,Artist,1974,2002.0,,28.0,18-29
104019,Q770883,Marcelo Quiroga Santa Cruz,writer,Male,Bolivia,Artist,1931,1980.0,,49.0,
104147,Q772604,Carlo Hommel,musician,,Luxembourg,Artist,1953,2006.0,,53.0,
104190,Q773226,Guillermo Deisler,writer,Male,Germany; German Democratic Republic,Artist,1940,1995.0,,55.0,50-59
104272,Q774238,Andrea Parodi,singer,Male,Italy,Artist,1955,2006.0,,51.0,50-59
104309,Q774604,Quentin Dean,actress,Female,United States of America,Artist,1944,2003.0,natural causes,59.0,50-59
104451,Q776240,Géza Balkay,actor,Male,Hungary,Artist,1952,2006.0,,54.0,50-59
104509,Q776953,Andrea Pazienza,artist,Male,Italy,Artist,1956,1988.0,suicide,32.0,30-39
104576,Q777691,Alessandro Momo,actor,Male,Italy,Artist,1956,1974.0,accident,18.0,18-29
104594,Q777949,Gonzaguinha,composer,Male,Brazil,Artist,1945,1991.0,accident,46.0,40-49
104664,Q778812,Christopher Greenbury,film,Male,United Kingdom,Artist,1951,2007.0,,56.0,50-59
104754,Q780676,István Cserháti,musician,Male,Hungary,Artist,1954,2005.0,,51.0,50-59
104878,Q782176,Leonid Filatov,film,Male,Russia; Soviet Union,Artist,1946,2003.0,,57.0,50-59
